votos_obtenidos_millones,porcentaje_votos_estado,presupuesto_campana_millones,anuncios_televisivos,numero_voluntarios,aprobacion_encuestas_porcentaje,eventos_campana,edad_candidato,puntuacion_debates,dias_desde_anuncio_candidatura
49.47692992838697,48.48920965815668,283.9383910581347,1808,5233,23.21807825684802,90,35,2.7794412018911445,332
37.71336507418589,33.52315259424403,216.34138147881416,980,8002,30.967522958741142,34,69,6.474681559730396,243
39.22656332088466,54.990007813519036,259.4833121880955,1454,3494,77.22666174718611,45,65,1.6534688530018,185
49.57124935877068,46.49902167023186,202.78567672945525,944,7969,47.56456570674868,57,59,4.435320996182954,100
56.40807224452322,33.8551583223306,203.51355270111773,1038,8239,22.70853136693113,54,58,5.312997569305696,284
55.58451865986252,30.067541902502256,235.81280634722899,1185,5155,69.42953393518744,86,49,9.715620250358569,220
42.18246749873806,40.94141737291813,239.54669379446597,1061,5637,54.2633026228715,49,55,7.235420078119175,179
60.02212735691068,53.25270989298743,137.63488218231208,782,3943,52.65657308807484,35,42,3.444793914186346,137
46.1090714394139,59.52460894590898,157.19615420815123,1286,2664,22.876722165739206,61,53,4.091895989882156,139
49.76720247016967,50.91828133134634,209.2307587306387,1089,2183,55.43456227827931,78,43,5.140778687358385,210
48.653628402685655,56.243609412108626,230.41863545723135,1803,7295,51.07577465463136,88,55,6.3813693286979065,332
58.776732106194494,42.80965377605091,217.53902728835217,545,6730,31.41149153129434,80,50,6.3353248070537305,344
47.342647276007874,37.90816104169313,243.50974246960428,1570,8603,27.664124005791457,47,50,5.894986238775375,171
52.869437951852106,42.30931801614271,190.35612977614986,962,1041,34.87597324625324,29,75,4.998823332512066,316
57.98287479108836,44.639458741167346,220.89583202819856,1629,6269,42.96764336592354,40,53,7.212507334035948,251
58.40817568000328,50.14599102798098,211.01046085618609,953,5126,56.93254173330414,28,48,4.677373379008815,247
51.60405054486742,38.495492100761375,110.63699505937599,1043,3951,60.34639312522184,22,76,9.207722118301476,311
61.25050693107873,55.696775515512975,170.99476112655495,833,1376,59.34928647198398,44,58,7.70963033058752,276
54.20617490749078,32.6033391320245,234.81607578078655,742,1458,37.14729286011877,73,41,6.633482062387842,323
68.71059445103724,59.6066955788205,278.5897434316081,1495,2923,78.0656280214638,40,42,5.5813486025578545,224
47.666323364767585,49.12494095060993,197.13696879721172,1328,9942,25.003973915458623,17,44,7.986814529720716,261
55.0352982059925,45.43499486717167,214.2756104200254,1766,8324,63.25156073956952,72,78,2.672673627856968,184
36.13640539789067,37.83650208893738,245.7935891616326,1473,7344,37.63573589664507,11,38,5.400603647938897,163
38.59059075647987,40.77753706075055,232.36896809020425,926,4398,64.09354541883405,12,57,2.7417216177833597,360
48.56749628695831,32.0170084016231,171.75579723080943,857,3318,73.92556707752658,36,57,2.6549962086646333,239
53.825796884580136,31.0317252122957,208.29317591655033,1594,8159,26.918992543665215,73,35,6.428446498615418,105
45.01905942318973,55.72971269434504,272.6386556782701,1149,5713,22.365860806570808,62,73,5.706858306480269,231
53.19638145940616,59.078610577782285,149.40588817199736,1695,2687,76.2095014103074,87,77,2.302632237514978,347
35.200122611676235,41.51351135353558,279.15112899723397,1322,5727,45.9463092018637,29,35,6.578473891571859,202
62.549605650669015,34.64313217599008,166.7589319107731,1677,9194,39.049086731903216,15,74,1.8105619739689927,135
68.7154451845263,53.96821295070282,145.52010044957888,1448,4465,22.102602935387537,12,50,3.933959726795853,119
40.703431511138064,55.58477358153783,124.3541050610289,654,2602,66.55491642948405,20,53,1.974631934084028,290
45.23973181092057,31.88716579669634,162.16750714895375,1696,3514,34.51105439381128,38,70,4.688095848225735,135
75.15985732436377,55.71255174710754,205.7759561535326,1960,6112,44.9842608660052,46,35,6.342788459048181,103
55.930706196947625,41.29815581166501,193.44197859146846,1481,4741,76.59030445471808,78,67,9.749096529393013,251
46.45336115092108,53.37870004960239,182.94541123154326,1390,7651,72.54885085352592,62,75,2.2200932136551934,308
59.338453759696606,43.44264679061196,246.46473016365223,628,5892,62.19555604633268,59,55,4.269236679411883,359
51.55553390273823,37.755069031659055,222.71495063066257,1403,6488,38.20528505065992,83,37,9.82299949703966,350
48.46749906298119,34.600214749855105,187.97787894773174,1302,3105,44.248860342203756,56,45,8.25675809208344,196
59.13037914474504,50.944119474128115,129.20830169930602,1642,1677,46.40121511511788,62,54,7.088431656515693,227
24.52717528390048,50.5196469467879,164.36996808025447,570,9395,28.24411594597685,56,76,2.2022381510176,179
53.62907400760327,57.81781980311831,241.05944684861382,1536,5001,28.493388315016034,51,52,7.6575754040688,309
47.77300963024302,57.22729660325634,249.25630906667865,1232,5236,53.38104702356912,83,57,4.800624695140285,361
45.13188386653331,47.635102138544326,189.23222158396234,1926,2658,64.10057252939154,31,40,1.1647449832550947,359
47.1939997732057,59.598428699663714,193.1048304322903,1824,4294,48.71502979495213,29,41,8.32834711706788,220
30.83039267452984,40.9680229880355,145.49942630314766,669,8061,22.548999809356825,37,64,1.152491262984309,170
46.406415518864854,48.203429584627244,186.04431555110745,1418,1934,56.979925099150805,49,50,8.377745775410572,149
56.11781679040459,31.411096804051265,271.25246987928483,594,7593,64.43779031297765,12,54,3.945896941733243,351
38.6360283488809,37.69563842125439,224.62295785299912,536,8316,31.177987140397764,43,58,7.305057217641893,103
40.04715063957337,55.25673580776382,247.562771511691,1441,9395,34.42247356704527,68,76,3.824293939294482,314
39.63139842688628,55.782802058397436,272.3185740239743,1733,2906,34.50025712539809,95,71,6.595442742154348,288
41.72392563179132,49.86964039557111,167.42541643563175,1373,2446,56.1635116436131,74,64,8.293079444605127,336
53.89630044941737,50.80653217905186,144.74222450993787,805,2684,73.96438083628342,34,54,5.468872947922003,250
35.94361502423607,54.644763998363935,191.4238161468812,785,7684,22.908807881020973,13,53,6.193814815203516,126
31.203480263983614,49.8983215180302,154.87174362462298,744,5136,74.62594619772452,25,56,9.639641918508534,151
35.42911675773885,42.318044965518254,182.11612935305908,877,5254,23.76910956896009,15,62,4.018199162176745,114
62.40363382099537,30.062884432321784,116.54037015216188,522,9038,21.187536584228134,98,59,8.956478026090629,279
52.86302615875629,59.013221264223816,276.3370464634702,517,1349,52.97780876424041,71,78,7.559846057970953,214
63.55889318525919,38.97856466729648,244.57274733088565,1434,2247,20.921497762388434,33,75,6.30550022766012,241
44.994854269224994,42.91159339687565,274.1182116175819,634,6238,49.79919748244184,75,69,5.426225347557607,138
68.48421651823078,45.79910187012213,222.76619349482888,785,7036,36.06537772532366,39,56,4.302666980626288,155
60.3805611997476,50.97489011199346,139.08687627165273,537,8148,71.4328666787701,98,77,5.554098903543112,337
55.278008207654125,41.991066259987164,279.60102887231534,1803,7671,32.78424342517641,61,69,2.348879734152386,129
53.04662086517614,50.61173201447572,161.89635300164142,1866,5567,68.536550901136,94,40,7.841350694929872,337
71.86335619756296,49.48377588812146,245.36398602913079,1373,8229,44.29984790782015,51,78,5.000882102035921,335
45.480649187336574,30.703561244512976,196.96025648030707,821,2742,67.94008030461255,36,59,1.9320888149019795,126
38.41404518775484,36.75232776136681,125.412744995688,638,1030,77.06753205100087,23,62,3.2495255342770992,198
50.5984196391932,42.326501669176174,162.32642959892394,1318,2830,44.596878659411715,29,63,7.0870489177931635,168
52.993713623466356,43.13923532661909,201.32494283283688,501,3982,52.947774287543254,41,78,6.657341824156919,222
17.20210217512615,35.013209653089206,230.62548943385397,959,5039,59.03067178937104,93,45,7.790535708243429,118
62.34362959614502,38.09555015395173,198.49175796832117,1102,9466,29.446147849625433,51,36,4.736775105565135,215
43.575185690225766,36.41029407414486,287.2953126549404,1703,4851,28.129293252341355,85,57,3.3392456168908318,302
51.43472627628137,39.84953196830798,124.97099397691201,729,3064,49.28999193883408,87,50,1.7557121251436199,146
48.3890026000681,58.09208943114331,242.73555610188347,983,7228,33.532255954559204,84,46,9.475306038277036,276
43.9198406569295,55.519583640586774,141.72866732611988,1598,8237,29.197415896230822,79,76,1.7783902724159342,201
57.86745018556101,43.99534013058211,299.00823884066017,1270,8506,32.44723275525837,59,75,8.505396723327342,305
50.03318070597032,33.63089091833037,219.1627433738115,651,9309,40.796037358497465,69,72,1.7672256808416333,195
71.90717292696483,58.708164398289426,187.94423514833215,1363,1852,50.371715612706296,75,38,6.473603841015338,217
53.04319076256401,34.214046235622305,199.32629333916432,1867,5617,52.38366311033023,45,38,1.667691340211969,338
52.69864139243494,49.14224743161828,168.55287663917193,1855,5278,49.07896666841488,26,67,2.362639983021219,225
48.5042855704173,45.97244435988304,159.73912082733892,1554,3813,58.479868838244634,57,56,2.653230796683796,105
43.756416145501795,53.15642763180727,242.8456558634126,1269,3806,59.030350088418544,29,48,3.1041634760716263,188
68.04417961748851,32.07743750205642,181.85882735019078,1197,7269,56.40563948195202,13,51,7.008883029327244,116
50.62824275532832,59.80127549157183,198.9074756013123,590,6290,34.67142077625552,60,54,1.4014140521097245,333
56.02410378072353,38.356071475121446,168.37303664382935,862,2466,48.81475531780136,31,52,6.660085574316849,109
61.81564085244961,45.62258301261717,161.06678902762144,1604,3368,43.50916700387877,51,71,4.661355503724894,104
54.761327866303525,49.364812105618164,236.00676423551354,1116,6061,69.59963697660332,13,72,5.174445532587255,239
59.73663397594237,45.06778112076135,155.87343068744448,1153,6751,56.63150945899315,30,65,3.223644686392757,243
58.22371373369956,42.37732362139312,168.11127511880187,1903,4485,29.08506983178576,21,77,1.029271608998866,241
31.280134042319386,55.95345562175011,125.92841698006913,1423,1627,75.78117381079895,22,75,9.547756723271242,247
52.58839385829256,33.36186549564108,257.87045893819914,976,7738,52.33747216533497,27,38,7.898541639700384,161
58.005808074762015,58.60254237737311,222.49408181465054,903,6749,63.60518463417855,97,39,1.375015892049296,164
34.66122801137329,47.656926805358324,234.1783793433939,1249,4140,28.86286788118764,95,39,3.0943414415383703,195
68.2189571503252,59.87437476257604,132.79811354739496,938,2242,49.14595620235794,39,36,7.242611806963681,120
51.635113990510185,52.621396537962774,252.12089255016002,1198,2198,53.304010972169394,13,66,6.3052613271917375,112
46.91190684940479,48.77980571273203,164.58111509772215,528,4964,71.70734469832328,32,59,5.175544537387411,170
52.50028528352285,48.71592120707571,171.8927164411919,1523,7455,28.646390700667617,77,69,8.649387442764368,250
53.69691882641001,42.89948457279644,193.3174372276387,939,4637,58.322604707921855,84,48,2.62651249189902,238
53.62741140404098,32.38929012579713,163.23145426785888,966,5160,46.68742916129909,22,37,7.2077731153487115,116
30.847284089642024,50.9529943706552,126.93208838545512,932,8775,41.52654530040091,20,36,8.045720665550549,123
64.95956109271181,54.2129864233205,163.79664352357543,900,7616,47.12333953661095,44,37,5.9615793228422085,219
56.1642187374576,59.111560828331704,229.84173024618377,1756,3773,20.47662907729168,97,35,6.088281281748259,338
59.71006684582555,44.42502350727875,203.39283789183926,1278,4042,26.97353651745537,85,50,9.737976522727918,221
60.87552007226674,54.05185235433351,314.52677965774376,1691,3754,27.491615452238662,90,62,4.852894455004307,331
51.51367378121041,51.26240803047041,234.41521896715835,1050,5778,45.68869914971095,54,45,4.350172321806172,314
33.92706694206565,56.47970022107248,177.39221554626778,1623,3883,48.34059436340645,14,75,3.964970133787171,281
39.31343606515051,57.33521466794281,175.02370227529187,1825,2964,55.64413048940671,72,61,8.774493493008334,329
42.96729480750257,41.87530162019878,172.49964540842652,1795,4204,48.49702157365888,96,58,5.218854065336705,177
58.71379258591517,31.51839034773688,151.2090039624332,1000,2874,46.145942193944116,33,70,6.3182456711773,142
59.31365312367099,48.11357097578792,196.6003969178865,1245,5265,40.82143535635587,59,59,6.2867467810542905,162
51.62197517896909,52.83492671640494,247.98815892297577,636,5550,73.22211435973026,64,73,2.381730680214277,219
63.12504010380286,42.24999059295225,264.91959706170746,1777,8808,68.214703336627,97,56,8.882607885579322,272
64.94243528964184,41.77385079699707,243.44136823772007,1248,2560,66.71845595876884,30,75,4.584457492675389,337
51.214310080047696,41.14377542731295,179.79287207968486,1091,8127,75.29244423091933,17,42,4.27955277627024,107
51.235766348760784,58.14640162570336,245.40006298288057,1594,6466,22.680103318401287,28,69,7.997038999406088,272
60.26285714174249,38.7605385811082,69.83512104115391,1856,4032,57.77490349534957,93,56,6.362814365536969,203
61.165342570234074,32.46878323485977,164.8861882523052,861,2831,43.53863323281438,97,72,4.055562369688023,358
47.2464184807746,32.13672990049932,287.3921425891893,660,2099,48.64965789671226,10,43,8.8437582924945,164
55.692907172760144,51.604218742285724,163.15434888409342,663,5931,44.75334801477982,73,47,3.6946151951199724,125
29.4123428239841,30.22039742332874,158.51883867062062,917,6522,68.60716088197124,51,69,2.4917281338980666,247
65.68266941044871,47.73227412268318,189.1766023143007,1421,3254,37.30835038429494,66,65,3.835822786235735,122
66.56348838544399,50.2844480441143,185.50020759921966,1949,9453,66.21260242707554,81,61,1.8727265519533187,153
58.59783278961905,49.78127435180973,231.87515978962944,1057,9377,29.400519879919607,54,36,4.997137663827975,322
35.863692315426135,51.20531034835779,261.25325536092834,1797,1219,78.17250689711241,53,55,5.084689096956473,304
64.33874186898225,31.938435682676605,233.7032866125354,600,5493,79.05756493657523,77,53,4.909710752767667,326
73.07336470133974,48.77921818381712,216.0729105009797,672,7662,27.48572157810936,24,77,1.8699560838050724,287
55.444415680293886,41.273319199285766,313.1648339766204,1943,1981,54.64672319935959,99,35,1.3824771389434,220
49.73091044314047,35.23872846732586,161.2038801979543,855,5304,27.132898523868956,36,65,4.430627747784884,238
45.9513667706145,43.69968712999869,175.94610628754293,1715,2111,35.090882516331945,83,51,5.257551141573776,328
48.88814484087948,57.63138950155346,300.1668747329716,876,4424,45.93685296220584,29,41,5.054826640559879,110
41.49307096134547,32.575204016984344,183.67841886688564,1182,3441,26.150689720195928,18,68,8.67101089686652,116
61.47632738154155,44.956116508836274,145.04733859989722,616,2449,58.87389979662844,25,77,1.1154657125695684,320
54.090725705199915,34.660739270401905,222.33762547259616,1209,4708,71.83051027690883,86,59,1.2570777293084716,280
